Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Exam_Score,PI_High,PI_Low,AtR_High,AtR_Low
28,99,88,3,75,0,0,0,0
35,91,63,1,72,0,1,0,0
20,99,97,4,73,0,0,0,1
16,81,57,3,64,0,1,0,0
37,79,95,1,73,0,0,1,0
12,90,87,2,66,0,0,0,1
20,95,83,1,69,0,1,0,1
21,99,54,1,70,0,0,0,0
28,73,96,1,70,0,0,1,0
22,92,65,0,71,1,0,1,0
17,68,87,0,64,0,1,1,0
14,82,94,7,71,0,0,1,0
18,67,62,1,63,1,0,0,0
14,74,96,2,68,1,0,1,0
20,97,81,3,71,0,0,0,0
17,66,83,4,65,0,0,0,0
11,85,96,1,66,1,0,0,0
28,84,76,0,72,1,0,1,0
17,65,72,1,65,1,0,1,0
12,73,82,1,60,0,1,0,0
19,83,78,2,67,0,1,0,0
20,67,53,1,65,0,0,1,0
10,92,59,0,64,1,0,0,1
22,99,51,2,72,1,0,1,0
14,69,55,3,62,1,0,0,0
30,67,86,0,67,0,0,0,0
23,78,50,1,67,0,0,0,0
18,90,65,4,69,0,0,0,0
16,71,72,1,65,1,0,1,0
19,61,97,0,62,0,0,1,0
24,82,66,0,69,1,0,0,0
20,98,89,1,72,0,0,1,0
19,76,70,1,63,0,1,1,0
20,77,55,1,64,1,0,0,0
16,99,55,1,67,0,1,0,0
18,88,72,2,70,0,0,0,0
7,89,53,3,64,1,0,0,1
26,83,79,1,69,0,0,0,0
22,99,75,2,72,1,0,1,0
15,88,85,4,69,0,0,0,0
31,96,59,3,75,1,0,0,0
21,88,80,1,67,0,1,0,0
14,89,59,1,67,0,0,0,0
25,72,86,0,66,0,0,0,0
22,72,65,0,64,0,0,0,1
22,91,81,2,68,0,0,0,1
17,72,94,1,66,1,0,0,0
23,83,74,3,69,1,0,0,0
18,70,60,1,65,1,0,0,1
23,93,94,2,70,0,0,0,1
9,64,68,0,57,0,0,0,1
17,93,87,2,69,0,0,0,0
30,84,66,0,70,1,0,0,1
15,67,65,4,63,0,1,0,0
16,82,82,1,66,0,0,0,0
17,71,58,3,64,0,0,0,0
13,73,93,0,65,0,0,1,0
7,74,69,1,64,1,0,0,0
19,63,51,2,62,0,0,0,1
21,99,65,1,71,1,0,0,0
20,61,89,1,64,0,0,1,0
19,86,93,1,72,1,0,1,0
20,75,78,0,64,0,0,0,0
26,86,65,2,71,0,0,0,1
19,74,76,5,68,0,0,0,0
17,87,92,3,68,0,0,0,0
18,89,66,2,68,0,0,0,0
23,88,69,3,69,0,0,0,0
28,65,77,1,67,0,1,0,0
16,86,94,0,66,0,0,0,1
21,71,79,1,65,0,0,0,0
22,61,60,0,63,0,0,1,0
14,77,54,1,62,1,0,0,1
20,77,55,1,67,1,0,1,0
11,79,98,2,65,0,0,0,0
9,88,91,1,66,0,0,0,0
22,72,88,2,66,0,1,1,0
18,73,75,0,64,0,0,0,0
21,62,84,5,67,1,0,0,0
20,87,56,2,67,0,0,0,0
14,83,81,1,61,0,1,0,1
20,74,91,1,66,0,0,0,0
13,88,53,2,66,1,0,0,0
28,81,65,1,67,0,0,0,1
12,79,56,1,64,1,0,0,0
19,80,63,1,64,1,0,0,1
14,85,89,2,67,0,1,0,0
23,86,67,2,68,0,1,1,0
18,72,84,2,64,0,0,0,1
17,66,89,0,63,0,0,0,0
25,66,91,2,68,0,0,1,0
20,86,94,2,64,0,1,0,1
23,95,80,2,70,0,1,0,0
14,76,64,3,64,0,1,0,0
12,67,58,0,59,1,0,0,0
21,90,75,4,71,1,0,0,0
18,93,55,3,67,0,1,0,0
24,95,96,3,73,0,0,0,1
20,84,72,3,66,0,1,0,1
21,94,94,2,73,1,0,1,0
10,61,85,1,62,1,0,0,0
31,64,93,1,69,0,0,1,0
19,64,94,3,66,0,0,1,0
24,89,53,1,68,0,0,0,1
15,63,86,4,65,0,0,0,0
22,80,61,1,67,0,0,0,0
12,79,99,2,64,0,0,0,0
23,72,89,0,67,1,0,1,0
18,95,50,3,66,0,1,0,1
20,67,96,1,68,1,0,0,0
24,74,65,3,68,0,0,0,0
13,91,71,1,64,0,0,0,1
16,61,81,2,63,1,0,0,0
23,87,96,2,72,1,0,0,0
33,93,96,1,75,1,0,0,0
19,97,78,2,71,1,0,0,0
24,95,66,2,71,1,0,0,0
19,73,64,4,66,0,0,0,0
32,83,68,3,71,1,0,0,0
10,63,59,0,61,1,0,0,0
21,70,83,1,65,0,0,0,0
10,64,76,1,58,0,0,0,1
5,73,89,1,62,1,0,0,1
22,95,55,2,69,1,0,0,1
21,74,70,1,65,0,0,0,1
18,82,62,3,69,1,0,0,0
19,77,77,1,68,1,0,0,0
39,78,73,0,70,0,0,0,0
18,99,72,4,72,1,0,0,0
23,72,66,3,66,0,1,0,0
16,85,86,2,68,0,1,1,0
22,77,74,2,67,0,0,0,0
19,62,60,1,61,1,0,0,1
18,80,77,1,64,0,1,0,1
31,93,80,3,74,1,0,0,0
27,64,51,1,64,0,0,0,0
21,63,60,2,64,1,0,0,1
6,66,62,2,61,1,0,0,0
18,91,62,3,71,1,0,1,0
36,89,62,2,72,1,0,0,1
19,83,64,0,68,1,0,1,0
27,79,63,2,69,0,1,1,0
29,96,94,2,74,0,0,1,0
21,91,66,3,70,0,0,1,0
15,92,67,1,69,1,0,0,1
5,93,63,2,64,0,1,0,1
24,86,98,2,71,0,1,0,1
15,78,77,0,65,1,0,0,1
21,95,81,0,71,1,0,0,0
13,97,87,1,71,1,0,1,0
18,61,67,5,66,0,1,0,0
20,62,98,1,64,0,0,0,0
22,98,58,0,70,0,0,0,0
13,71,73,1,61,0,1,0,1
27,95,57,1,71,0,0,0,0
16,76,90,0,65,0,0,0,0
10,65,55,0,59,0,1,1,0
19,63,78,3,63,0,0,0,0
20,66,55,1,64,0,0,0,0
21,70,73,0,63,0,1,0,1
28,80,64,1,70,1,0,1,0
19,88,95,1,70,1,0,0,0
19,99,53,1,72,1,0,1,0
13,78,82,0,65,0,0,1,0
25,81,85,3,71,1,0,0,0
21,81,94,3,70,1,0,0,0
17,82,94,1,66,0,0,0,1
9,81,99,2,64,0,0,0,0
29,60,63,0,64,0,1,1,0
13,60,64,1,59,1,0,0,1
16,64,70,5,65,0,0,1,0
22,64,77,1,66,1,0,0,0
13,88,68,1,67,0,0,0,0
11,68,87,1,62,1,0,0,0
7,96,50,1,65,1,0,0,1
24,97,51,3,73,1,0,0,0
17,99,86,1,70,0,0,0,0
38,98,94,2,75,0,1,0,0
14,71,89,0,66,1,0,1,0
14,80,56,1,65,1,0,0,0
17,67,97,1,64,0,0,0,0
21,92,76,2,70,1,0,0,1
17,96,87,0,71,0,0,1,0
24,94,60,0,68,0,1,0,0
14,77,77,1,64,0,0,0,0
12,90,67,2,67,1,0,1,0
9,64,99,6,65,0,0,1,0
7,62,74,3,62,1,0,0,0
17,90,88,1,68,0,1,1,0
18,77,80,1,66,1,0,0,0
16,100,55,1,69,1,0,1,0
27,64,77,3,68,0,0,0,0
27,94,77,0,71,0,0,0,1
18,79,86,3,68,0,0,1,0
9,93,66,0,64,1,0,0,1
17,93,93,0,66,0,1,0,0
16,97,81,0,70,0,0,0,1
16,72,52,1,60,0,1,0,0
16,98,85,0,69,0,0,0,0
16,66,95,1,65,0,0,0,0
18,63,84,1,66,1,0,1,0
16,77,69,1,64,0,0,0,1
21,93,80,0,71,0,0,1,0
22,79,59,0,66,1,0,0,1
15,93,80,0,66,0,0,0,1
28,89,75,1,68,0,0,0,0
14,68,51,1,63,1,0,1,0
10,98,66,1,66,0,0,0,1
22,62,60,0,61,0,1,0,0
15,96,70,4,70,0,0,0,1
22,72,62,5,68,0,0,1,0
6,80,92,5,65,0,0,0,0
28,77,85,0,69,1,0,0,0
24,67,87,0,67,0,0,1,0
11,74,68,0,62,1,0,0,0
11,68,50,2,61,0,1,1,0
30,68,61,1,70,1,0,1,0
16,67,88,0,65,1,0,0,0
15,80,80,1,65,1,0,0,0
6,92,77,1,66,0,0,0,0
18,83,64,1,66,0,0,1,0
19,96,54,1,69,0,0,0,0
24,85,89,1,70,1,0,1,0
12,88,52,1,63,1,0,0,0
11,87,53,1,64,0,1,0,0
23,78,65,1,65,1,0,0,1
26,88,79,1,71,1,0,0,0
11,63,100,0,61,0,0,0,0
26,94,55,2,69,0,1,0,1
20,91,74,1,69,1,0,0,0
27,70,80,1,66,0,0,0,0
20,91,91,3,72,1,0,0,0
5,61,84,1,60,1,0,0,0
19,69,90,0,62,0,1,0,1
26,63,76,3,66,0,0,0,0
15,91,72,1,69,0,0,1,0
18,90,81,2,69,1,0,0,0
19,93,95,3,71,0,0,1,0
3,60,78,1,57,0,0,0,1
30,80,80,0,72,1,0,1,0
15,88,67,1,66,0,1,0,0
23,66,80,1,66,0,0,0,0
19,86,81,3,70,0,0,0,0
28,63,88,2,67,0,0,0,0
22,67,79,1,65,0,0,0,0
19,79,60,1,63,0,0,0,0
15,86,79,3,68,1,0,0,1
25,66,65,0,63,0,1,0,0
9,67,54,3,63,0,0,1,0
24,68,91,1,68,0,0,0,0
13,70,53,2,60,0,0,0,0
28,69,82,0,67,0,0,0,0
21,76,99,0,65,0,1,0,1
24,86,54,0,68,1,0,0,1
20,78,61,0,62,0,0,0,1
9,91,88,2,65,0,0,0,1
15,89,55,1,66,0,0,0,0
24,65,92,3,67,0,0,0,0
21,62,50,1,60,0,1,1,0
27,95,94,2,74,0,1,1,0
22,63,53,1,62,0,1,0,1
14,66,96,0,61,0,1,0,0
15,61,93,0,63,0,0,0,0
21,85,77,2,66,0,0,0,1
6,83,89,1,65,0,0,0,0
30,99,54,0,72,0,1,0,0
23,95,57,1,70,1,0,0,0
27,76,68,1,71,1,0,1,0
11,75,77,1,64,1,0,1,0
27,72,93,1,70,0,0,1,0
33,66,77,2,68,0,0,0,0
12,66,83,1,61,0,1,1,0
25,65,84,1,68,1,0,0,0
20,65,94,1,64,0,1,0,0
11,70,89,2,64,0,0,1,0
23,72,99,2,71,0,0,1,0
25,98,51,0,72,0,0,1,0
16,83,60,0,66,0,0,0,0
27,100,97,4,74,0,1,0,0
10,75,90,3,65,0,0,0,0
11,78,63,1,64,1,0,1,0
21,73,99,1,69,1,0,0,0
20,67,93,1,62,0,0,0,0
16,66,53,2,62,0,0,0,0
25,98,91,2,72,0,1,0,1
23,99,89,1,73,0,0,1,0
25,62,61,1,64,0,0,0,1
19,66,83,2,65,0,0,0,0
24,77,99,1,70,1,0,1,0
17,67,84,1,66,0,0,0,0
32,75,91,1,70,0,1,1,0
15,65,55,2,63,0,0,1,0
33,78,86,1,69,0,1,0,1
20,71,60,0,64,1,0,0,0
12,74,54,2,63,0,1,0,0
28,64,78,2,66,0,0,0,0
21,77,88,2,68,0,0,0,0
25,99,77,0,97,0,0,0,0
27,73,97,2,67,0,1,0,1
22,95,85,0,71,0,0,0,0
16,94,56,2,66,0,1,0,1
26,98,97,2,72,0,0,0,1
20,92,58,2,70,1,0,0,0
24,86,88,1,69,0,0,0,0
7,94,57,2,66,0,0,0,1
23,63,100,2,69,1,0,1,0
16,79,67,2,65,0,0,0,0
30,100,75,0,75,1,0,1,0
24,91,73,2,70,0,1,0,0
21,98,55,1,70,1,0,0,1
23,91,75,2,69,0,0,1,0
14,95,57,2,68,1,0,0,0
30,88,90,4,73,0,1,0,0
32,90,98,0,74,0,0,0,0
22,81,90,0,66,0,1,0,1
30,97,72,1,74,1,0,0,0
17,93,50,3,67,0,0,0,1
15,94,52,1,67,1,0,0,0
20,87,75,3,70,0,0,1,0
23,72,84,1,67,0,1,1,0
18,61,91,3,80,0,0,0,1
23,97,80,1,70,0,0,1,0
22,83,99,4,71,1,0,0,0
14,72,75,4,64,0,0,0,1
23,66,80,1,68,1,0,1,0
25,93,62,0,68,0,0,0,0
21,93,67,1,69,0,0,0,0
27,93,84,1,72,1,0,0,1
13,86,80,0,65,0,0,0,0
23,75,68,1,64,0,1,0,1
13,72,56,1,64,0,0,1,0
13,60,67,1,58,0,1,0,0
16,93,52,2,69,1,0,0,0
14,63,79,1,61,1,0,0,1
17,85,66,0,68,1,0,1,0
19,80,69,1,66,1,0,0,0
25,81,79,1,68,0,0,0,0
18,97,79,2,70,0,1,1,0
10,61,79,4,62,1,0,0,1
27,91,75,2,71,0,0,0,0
15,62,74,0,61,0,0,0,0
20,62,91,1,64,1,0,0,0
23,77,73,1,65,0,0,0,1
21,63,77,3,63,0,1,0,0
27,92,99,4,74,1,0,0,0
23,81,59,2,68,0,0,1,0
15,61,86,2,65,1,0,0,0
33,62,74,2,66,0,0,0,0
21,85,92,1,69,0,0,1,0
19,92,70,2,69,0,1,0,0
26,78,65,3,70,1,0,0,0
21,82,60,3,70,0,0,0,0
22,92,94,1,71,0,0,0,0
35,84,86,1,72,0,0,0,0
18,69,54,1,61,0,0,0,1
18,85,86,1,68,0,0,1,0
21,85,52,3,66,0,0,0,1
26,89,59,1,70,0,0,0,0
11,85,80,0,63,0,0,0,1
8,99,73,1,68,0,0,1,0
16,68,92,1,62,0,1,0,0
10,98,80,3,69,0,0,1,0
17,82,98,3,69,0,0,0,0
23,87,93,1,72,0,0,0,1
15,64,67,2,64,1,0,0,0
11,75,92,2,63,0,1,0,0
20,91,93,1,70,0,0,0,0
25,88,98,1,69,0,1,0,0
10,62,51,1,61,1,0,1,0
25,82,94,2,70,1,0,1,0
25,64,53,1,64,0,0,0,0
26,100,76,0,76,1,0,1,0
27,96,71,2,73,0,0,0,0
33,61,96,2,67,0,1,0,1
18,94,70,2,69,0,0,0,0
21,97,80,2,72,0,0,0,0
18,74,85,4,66,0,0,0,0
20,89,51,3,70,0,0,0,0
29,78,80,2,73,0,0,1,0
12,86,76,2,68,1,0,0,0
15,74,80,2,66,0,0,1,0
28,73,54,4,67,0,1,0,0
26,77,53,3,67,0,0,0,1
18,66,59,0,62,0,0,1,0
25,93,93,2,72,0,1,0,0
22,74,68,0,65,0,1,1,0
29,76,72,1,69,0,0,0,1
20,96,70,2,69,0,0,1,0
26,80,86,0,69,1,0,0,0
36,82,63,0,69,0,1,0,1
24,98,53,1,69,0,1,0,0
20,95,69,0,70,0,0,1,0
24,67,86,6,67,1,0,0,1
18,79,96,3,69,0,0,1,0
34,99,53,0,75,0,0,0,0
21,75,91,2,66,0,1,0,0
18,75,53,0,63,0,0,0,1
15,68,67,3,64,0,0,0,0
27,65,51,2,66,0,0,0,0
25,90,96,1,72,0,0,0,0
17,91,85,3,71,0,0,1,0
23,99,68,0,70,0,1,0,0
11,91,69,2,67,1,0,0,0
21,70,82,0,65,0,0,0,1
23,62,54,3,65,1,0,1,0
30,99,57,0,73,0,0,0,0
15,74,92,1,66,0,0,0,0
12,72,60,0,62,0,1,0,0
15,96,86,2,71,0,0,1,0
12,83,61,3,66,0,0,1,0
28,69,54,1,65,1,0,1,0
29,96,95,0,75,0,0,1,0
22,100,95,2,74,1,0,0,0
27,63,80,1,65,0,0,0,1
21,94,73,2,71,0,0,0,0
19,76,78,1,65,1,0,0,1
18,81,70,0,65,0,0,0,1
18,97,88,0,67,0,0,0,1
11,99,88,2,67,0,0,0,1
22,70,91,2,66,0,0,0,0
20,69,76,1,67,1,0,0,0
24,63,90,2,66,0,0,0,0
21,82,58,0,65,0,1,1,0
19,61,52,1,59,1,0,0,0
15,76,82,4,69,1,0,1,0
20,63,55,2,63,0,0,0,0
24,76,78,1,65,0,1,0,0
13,62,86,2,61,0,0,0,1
21,93,70,0,68,0,1,0,0
21,68,52,3,65,0,0,1,0
16,73,94,1,61,0,1,0,1
16,95,52,0,69,0,0,1,0
21,90,95,2,72,0,1,0,0
13,69,53,2,59,0,0,0,1
22,63,87,0,63,0,0,0,0
15,89,96,3,69,0,0,0,0
26,76,95,1,67,0,1,0,1
34,91,95,1,70,0,1,0,0
15,78,94,0,67,0,0,1,0
23,74,76,1,66,0,0,0,0
16,78,78,5,68,0,0,0,0
26,90,81,1,71,0,1,1,0
12,96,95,3,69,1,0,0,0
23,62,92,0,65,1,0,0,0
15,81,89,0,66,0,0,0,0
19,61,84,2,66,0,0,1,0
14,79,81,3,67,1,0,0,0
25,95,96,1,74,1,0,0,0
15,74,60,3,66,1,0,1,0
23,97,60,1,72,0,0,1,0
18,85,99,0,69,1,0,0,1
19,97,78,0,68,0,1,1,0
21,90,74,4,71,0,0,1,0
15,64,93,0,61,0,0,0,0
21,69,92,2,65,0,0,0,0
29,76,59,4,71,0,0,1,0
15,67,59,0,59,0,1,0,0
27,80,90,1,71,1,0,0,0
29,79,89,0,72,0,0,1,0
15,98,61,1,71,1,0,1,0
11,77,92,0,61,0,1,0,1
22,91,74,1,67,0,0,0,0
17,98,73,0,67,0,0,0,0
31,95,99,1,74,0,0,0,0
20,68,76,2,66,1,0,1,0
15,80,57,1,63,0,0,0,0
13,74,64,4,63,0,0,0,0
27,76,67,1,68,1,0,1,0
17,74,98,1,65,0,0,0,1
20,93,63,0,66,0,0,0,1
26,78,72,1,67,0,0,0,0
17,81,87,0,67,0,0,0,0
20,99,64,0,70,0,0,0,1
20,62,85,5,65,0,1,0,0
24,80,60,1,68,0,0,0,0
24,91,62,3,70,0,0,1,0
19,66,99,1,66,1,0,0,1
20,84,68,0,69,1,0,0,0
18,70,86,1,65,0,0,0,0
11,95,92,2,68,0,0,0,0
22,73,67,3,65,0,1,0,0
31,73,68,1,70,0,0,1,0
15,84,89,1,65,0,1,0,1
15,67,80,3,67,1,0,0,0
15,71,68,5,64,1,0,0,1
24,77,87,2,68,0,0,0,0
23,74,93,4,70,0,0,1,0
19,81,62,1,64,0,1,1,0
14,84,51,4,67,1,0,0,0
21,83,64,2,68,1,0,1,0
11,86,84,5,67,0,0,0,0
21,72,96,4,66,0,0,0,1
25,65,93,2,66,0,0,1,0
12,90,61,2,66,0,0,0,1
11,94,94,2,67,0,1,0,1
29,70,91,2,69,0,0,0,0
16,76,87,3,65,0,1,0,0
27,80,84,4,68,0,1,0,1
19,81,90,2,67,0,1,1,0
19,86,93,1,69,0,0,0,0
23,62,91,3,64,0,0,0,0
15,89,56,2,67,0,0,0,0
21,62,86,2,67,1,0,0,0
18,79,92,1,67,0,0,1,0
12,93,59,2,67,0,0,1,0
22,78,61,2,68,0,0,1,0
18,66,89,4,65,0,0,0,0
19,99,67,3,70,0,1,1,0
13,96,70,1,68,0,0,0,0
30,91,69,2,72,1,0,0,1
25,76,61,1,67,0,0,1,0
26,67,97,2,66,1,0,0,1
18,98,90,0,68,0,1,0,1
10,81,63,1,64,0,0,1,0
32,94,55,4,75,0,0,1,0
20,74,69,1,66,1,0,0,1
16,73,71,0,67,1,0,1,0
23,99,50,1,71,1,0,1,0
27,81,94,0,68,0,1,1,0
20,66,93,2,65,0,0,0,0
28,69,93,0,67,0,1,1,0
26,79,90,0,66,0,1,1,0
14,62,87,1,60,0,1,0,0
16,79,82,2,64,0,0,0,0
26,77,98,0,69,0,0,0,0
4,91,86,3,64,0,0,0,0
19,74,82,2,66,0,0,1,0
11,99,89,3,72,1,0,0,0
17,67,62,0,60,0,1,0,1
18,84,98,3,69,0,1,1,0
18,64,51,2,62,0,0,0,0
17,89,82,3,70,0,0,0,0
13,100,54,3,65,0,1,0,1
34,93,93,2,77,1,0,0,0
31,82,98,0,71,0,0,1,0
13,79,70,4,66,0,0,1,0
29,93,93,2,74,0,0,0,0
18,97,67,1,70,0,0,1,0
21,100,58,2,69,0,0,0,0
20,76,64,2,64,0,0,0,0
16,100,65,1,69,0,0,0,0
26,66,82,1,68,1,0,1,0
21,70,90,1,63,0,0,0,1
17,64,60,1,61,0,0,0,0
12,71,54,0,61,0,0,0,0
15,91,61,0,65,0,0,0,1
10,94,65,3,65,0,0,1,0
20,91,64,0,69,1,0,0,0
13,85,61,3,69,1,0,1,0
18,81,73,1,65,0,1,0,0
28,88,93,3,72,0,1,1,0
27,76,55,3,69,1,0,1,0
20,94,93,1,71,1,0,0,0
19,87,75,2,67,0,0,0,0
31,88,83,0,72,0,0,1,0
23,81,91,0,70,1,0,1,0
18,95,65,1,68,0,1,0,0
11,70,98,3,66,0,0,0,0
22,75,54,4,68,0,0,1,0
25,91,76,1,71,1,0,0,1
16,80,63,2,63,0,1,0,0
22,96,70,2,70,0,0,1,0
18,74,72,1,65,0,0,1,0
19,75,96,2,70,1,0,1,0
5,96,72,3,65,0,0,0,1
19,79,85,0,68,1,0,1,0
26,81,98,1,69,1,0,0,0
16,73,75,3,66,0,0,0,0
20,71,70,0,62,0,1,0,0
15,86,99,2,70,0,0,1,0
22,65,91,2,65,1,0,0,1
19,95,97,0,71,0,1,1,0
14,91,70,2,68,0,0,1,0
28,68,85,0,65,0,1,0,1
26,88,62,1,70,0,1,1,0
16,84,93,0,69,0,0,1,0
23,67,97,1,66,0,0,0,1
23,71,63,1,66,0,0,0,0
24,76,55,2,67,1,0,0,0
10,88,60,1,63,0,1,0,0
26,86,82,2,70,0,1,1,0
17,81,64,0,65,1,0,0,0
18,91,82,3,70,0,0,1,0
36,90,68,1,74,0,0,1,0
22,85,96,0,69,1,0,0,0
18,91,73,0,68,1,0,0,0
7,73,75,1,64,0,0,0,0
28,95,67,2,73,1,0,0,0
12,85,54,4,66,0,0,0,0
14,93,75,0,65,0,0,0,1
18,82,89,0,66,1,0,0,1
28,69,98,0,67,0,0,0,1
25,82,54,0,67,0,0,1,0
19,75,90,0,66,0,0,0,0
22,88,63,3,69,0,0,0,1
16,79,91,4,69,0,0,0,0
21,93,67,2,68,0,0,0,1
20,87,56,1,64,0,1,0,1
26,87,81,1,70,0,0,0,0
26,69,95,1,67,0,0,0,0
23,99,59,1,68,0,1,0,1
18,94,51,0,67,0,0,0,0
24,92,94,1,73,1,0,0,0
19,73,85,1,65,0,0,0,0
14,81,90,3,69,0,0,1,0
18,65,53,1,63,0,0,0,0
21,82,95,3,68,0,0,0,0
25,66,71,0,64,0,0,1,0
19,82,95,2,68,0,1,1,0
13,86,53,2,66,0,0,1,0
20,76,94,2,65,0,0,0,0
21,80,84,4,69,0,0,0,0
21,95,78,2,69,0,1,0,0
26,64,53,2,64,0,1,1,0
26,92,84,0,74,1,0,1,0
16,67,80,1,64,1,0,0,0
16,61,86,3,63,0,0,0,1
14,67,86,0,64,1,0,0,0
24,91,72,3,71,0,0,0,0
29,76,60,2,68,0,1,1,0
18,95,96,4,72,0,0,0,0
19,81,96,1,67,0,0,0,1
29,61,61,0,64,0,0,1,0
23,89,82,2,70,0,0,0,1
23,64,60,2,65,1,0,0,0
13,92,93,2,69,1,0,0,0
24,67,55,2,65,1,0,0,0
14,74,100,1,66,1,0,0,0
13,90,81,0,67,1,0,0,0
18,98,51,1,68,0,0,0,1
16,75,94,0,65,0,0,0,0
19,93,84,0,68,0,0,0,0
11,68,85,2,63,0,0,1,0
26,92,64,1,71,0,0,0,0
27,86,67,1,71,1,0,0,0
8,68,96,2,65,1,0,0,0
26,72,82,2,65,0,0,0,1
15,65,51,1,61,0,0,0,1
25,75,66,0,68,1,0,1,0
20,68,80,4,65,0,1,0,0
20,86,57,0,66,0,1,0,0
19,100,55,2,69,1,0,0,1
27,60,53,3,65,1,0,1,0
13,82,82,1,65,0,0,1,0
24,83,66,2,70,1,0,0,0
27,97,69,1,70,0,0,0,0
24,80,53,2,67,0,0,0,0
34,82,87,3,75,0,0,1,0
17,79,88,3,65,0,1,0,1
26,71,91,2,66,0,0,0,0
19,62,83,2,67,1,0,0,0
27,76,89,0,67,0,1,0,0
20,62,79,2,62,0,1,0,0
18,82,75,0,66,0,0,0,0
28,72,63,1,66,0,1,1,0
17,81,53,0,64,1,0,0,1
12,65,65,2,60,0,1,0,0
17,97,84,3,70,0,0,0,0
24,96,96,2,72,0,0,0,0
28,68,63,0,67,1,0,0,0
21,74,83,1,67,0,0,1,0
28,85,74,1,72,0,0,0,0
12,64,81,1,63,1,0,1,0
17,74,50,0,60,0,1,0,0
18,70,56,1,65,0,0,0,0
19,97,61,2,72,1,0,0,0
21,94,95,0,70,0,0,1,0
24,83,52,1,71,1,0,0,0
17,81,78,1,66,0,1,0,0
21,97,96,2,72,0,1,0,0
20,97,83,3,73,0,1,0,0
14,99,74,2,71,1,0,0,0
19,65,69,4,64,1,0,0,1
19,66,81,1,66,0,0,1,0
19,87,74,1,69,0,0,0,0
20,82,85,1,66,0,1,0,0
20,61,81,0,63,0,0,1,0
17,62,78,0,62,0,0,0,0
28,96,98,1,98,1,0,0,1
13,95,92,1,71,1,0,1,0
16,74,80,0,66,1,0,0,0
37,96,77,2,75,0,0,0,0
14,84,86,1,68,1,0,0,0
12,92,90,2,69,1,0,0,0
24,77,65,2,68,0,0,0,1
8,65,83,3,60,0,0,0,0
19,77,57,4,64,0,0,0,1
33,78,72,4,71,0,0,0,0
11,82,97,2,69,1,0,1,0
8,64,66,1,60,0,0,0,0
11,100,58,1,70,1,0,1,0
25,70,57,4,66,0,1,0,0
27,68,70,0,68,1,0,0,0
17,81,61,2,67,1,0,0,1
24,81,71,1,70,0,0,0,0
28,78,86,0,69,1,0,0,0
31,91,94,2,75,0,0,1,0
19,81,56,1,65,0,0,0,1
6,84,88,1,65,0,0,0,0
15,89,55,1,66,0,0,0,1
17,61,69,1,64,1,0,0,0
18,83,100,1,66,0,1,0,0
19,95,53,3,70,0,0,1,0
27,61,51,1,63,1,0,0,1
28,76,67,1,66,0,1,0,1
19,97,98,1,71,0,1,0,0
27,74,51,2,68,0,0,1,0
22,78,61,2,68,0,0,0,0
20,99,80,0,71,0,1,0,0
25,68,62,1,63,0,1,0,0
20,63,53,1,60,0,1,0,1
32,94,53,1,73,0,0,1,0
11,95,78,4,68,0,0,0,0
17,79,78,2,70,1,0,1,0
19,81,85,1,66,0,0,0,0
23,93,57,1,72,1,0,0,0
28,90,75,1,70,1,0,0,1
20,71,80,2,68,1,0,1,0
11,61,61,3,60,0,0,0,0
25,79,77,2,68,1,0,0,0
25,94,85,1,74,1,0,1,0
8,96,100,1,68,0,0,0,0
20,98,80,4,72,0,1,0,0
10,95,93,0,69,0,0,1,0
16,83,92,2,98,0,1,0,0
15,78,97,1,68,0,0,1,0
25,91,86,0,70,0,0,0,1
21,90,61,1,69,0,0,0,0
12,82,65,3,64,1,0,0,1
25,63,89,1,65,0,0,0,1
11,97,76,2,69,0,0,0,0
22,78,63,2,67,0,0,0,1
15,75,83,1,65,0,0,1,0
18,85,95,2,70,0,0,1,0
23,87,68,0,68,1,0,0,1
23,68,80,1,65,0,0,0,0
28,93,79,0,74,0,0,0,0
20,72,56,4,65,0,0,0,0
22,67,55,1,65,1,0,1,0
17,76,94,3,68,1,0,0,0
21,89,97,1,68,0,0,0,0
23,99,95,5,74,0,0,0,0
19,92,70,2,71,1,0,0,0
9,98,64,1,67,1,0,0,0
22,66,97,0,64,0,0,0,0
22,63,94,0,61,0,1,0,1
16,82,91,0,66,0,0,0,0
12,72,67,0,61,0,0,0,0
29,93,82,5,73,0,0,1,0
23,87,88,2,70,0,1,0,0
19,99,79,2,70,0,1,0,0
13,70,80,1,63,0,0,0,1
15,79,88,3,69,1,0,0,0
28,80,88,2,72,1,0,1,0
21,70,62,2,66,0,0,1,0
17,84,70,1,68,1,0,1,0
23,78,89,1,67,0,0,1,0
15,78,63,2,65,0,0,1,0
29,75,96,2,68,0,1,0,0
28,61,92,1,68,1,0,0,0
17,81,95,2,69,1,0,0,0
16,73,65,1,66,1,0,1,0
4,60,55,2,58,0,0,0,0
11,72,55,0,60,1,0,0,1
12,71,78,3,67,1,0,1,0
21,76,65,2,65,0,0,0,0
18,65,63,1,62,1,0,0,0
12,80,61,0,65,0,0,1,0
18,88,78,0,69,1,0,1,0
23,85,77,0,70,0,1,1,0
23,92,71,2,70,0,1,1,0
9,78,57,1,63,1,0,0,0
19,81,96,0,69,0,1,0,0
12,92,71,0,64,0,1,0,0
